,sample_idx,reference,base_pred,ft_pred,wer_base,cer_base,wer_ft,cer_ft
67,67,rollin was silent then he went on with more emotion i still love her virginia," Roland was silent, then he went on with more emotion. I still love her Virginia."," Roland was silent, then he went on with more emotion. I still love her Virginia.",0.3333333333333333,0.11688311688311688,0.3333333333333333,0.11688311688311688
68,68,and judging by your narwhale's personality it hates growing moldy from hanging out too long in the same waterways it's blessed with a terrific gift for getting around now professor you know even better than i that nature doesn't violate good sense," and judging by your narwhal's personality it hates growing moldy from hanging out too long in the same waterways. It's blessed with the terrific gift for getting around. Now professor, you know even better than I that nature doesn't violate good sense.", and judging by your narwhal's personality it hates growing moldy from hanging out too long in the same waterways. It's blessed with the terrific gift for getting around. Now professor you know even better than I that nature doesn't violate good sense.,0.21428571428571427,0.044534412955465584,0.19047619047619047,0.04048582995951417
69,69,the white figure of the girl shot onward through the scarlet flood blinded she did not see that the jutting ribs of the ancient ship were in her path i seemed to see her crash head on into one of the massive timbers," The white figure of the girl shot onward through the scarlet flood. Blinded, she did not see that the jutting ribs of the ancient ship were in her path. I seemed to see her crash, head on, into one of the massive timbers."," The white figure of the girl shot onward through the scarlet flood. Blinded, she did not see that the jutting ribs of the ancient ship were in her path. I seemed to see her crash, head on into one of the massive timbers.",0.18604651162790697,0.04186046511627907,0.16279069767441862,0.037209302325581395
70,70,but he made his way down to the ford under the palace walls and stepped into the flooded water inch by inch and foot by foot he fought his way across now nearly swept off his feet by some sudden swirl or eddy now narrowly escaping," but he made his way down to the Ford under the palace walls and stepped into the flooded water. Inch by Inch and foot by foot he fought his way across, now nearly swept off his feet by some sudden swirl or eddy, now narrowly escaping."," but he made his way down to the Ford under the palace walls and stepped into the flooded water. Inch by Inch and foot by foot he fought his way across, now nearly swept off his feet by some sudden swirl or eddy, now narrowly escaping",0.15217391304347827,0.030434782608695653,0.13043478260869565,0.02608695652173913
71,71,that clearly distinguishes them from the inhabitants of less pure districts perhaps he was right for surely here, that clearly distinguishes them from the inhabitants of less pure districts. Perhaps he was right for surely here, that clearly distinguishes them from the inhabitants of less pure districts. Perhaps he was right for surely here,0.1111111111111111,0.017857142857142856,0.1111111111111111,0.017857142857142856
72,72,when the rejoicings were over, When the rejoices were over, When the rejoices were over,0.4,0.13793103448275862,0.4,0.13793103448275862
73,73,and considered him as a prince engaged by interest as well as inclination to support them that so long as their party subsisted charles might rely on their attachment as much as on that of his own subjects but if their liberties were once ravished from them," and considered him as a prince engaged by interest as well as inclination to support them. That so long as their party subsisted, Charles might rely on their attachment as much as on that of his own subjects. But if their liberties were once ravished from them,"," and considered him as a prince engaged by interest as well as inclination to support them. That so long as their party subsisted, Charles might rely on their attachment as much as on that of his own subjects, but if their liberties were once raviced from them",0.14893617021276595,0.027237354085603113,0.1276595744680851,0.027237354085603113
74,74,and she a third rate actress who had an ingenue part at a strand theatre," And she, a third-rate actress who had an Anjian New Part at a Strand Theater."," In Xi, a third-rate actress who had an all-genu part at a strand theatre,",0.6,0.20833333333333334,0.4,0.16666666666666666
75,75,one evening after the shop was closed while they were examining the goods and comparing the sales with the entries in the day book coulson suddenly inquired by the way hester does thee know where the parcel of best bandanas is gone there was four left as i'm pretty sure when i set off to sandsend," One evening after the shop was closed while they were examining the goods and comparing the sales with the entries in the daybook, Colson's sonnily inquired. By toyhester, does they know where the possible the best bandanas is gone? There was full left as I'm pretty sure when I set off to sandcent,"," One evening after the shop was closed while they were examining the goods and comparing the sales with the entries in the daybook, Colson's sonnily inquired, by toyhester, does they know where the possible the best bandanas is gone? There was full left as I'm pretty sure when I set off to sandcent",0.3392857142857143,0.13468013468013468,0.32142857142857145,0.12794612794612795
76,76,the wife may be alone part of the day and profit by it when john comes home at night he has not had that privilege," The wife may be alone part of the day and profit by it. When John comes home at night, he has not had that privilege.", The wife may be alone part of the day and profit by it when John comes home at night he has not had that privilege.,0.24,0.05263157894736842,0.12,0.02631578947368421
77,77,and the nine brothers and sisters on his left side looking at him out of their right eyes he drew in his head and his tail and his legs until all they could see was his rounded upper shell his shell side walls and the yellow edge of his flat lower shell," And the nine brothers and sisters on his left side, looking at him out of their right eyes. He drew in his head and his tail and his legs, until all they could see was his rounded upper shell, his shell side walls, and the yellow edge of his flat lower shell."," And the nine brothers and sisters on his left side, looking at him out of their right eyes. He drew in his head and his tail and his legs, until all they could see was his rounded upper shell, his shell side walls, and the yellow edge of his flat lower shell.",0.15384615384615385,0.03162055335968379,0.15384615384615385,0.03162055335968379
78,78,began in the log cabin when he had no idea he could ever be exercising his loving kindness in the executive mansion the home of the nation with malice toward none with charity for all was the rule of his life," began in the log cabin when he had no idea he could ever be exercising his loving kindness in the executive mansion, the home of the nation. With Malice Tordon, with charity for all, was the rule of his life.", began in the log cabin when he had no idea he could ever be exercising his loving kindness in the executive mansion the home of the nation with malice toward none with charity for all was the rule of his life,0.1951219512195122,0.057692307692307696,0.0,0.0
79,79,that the physician alone is called to administer psychotherapeutic work but that he needs a thorough psychological training besides his medical one but the interest of the community is not only a negative one," that the physician alone is called to administer psychotherapeutic work, but that he needs a thorough, psychological training besides his medical one. But the interest of the community is not only a negative one.", that the physician alone is called to administer psychotherapeutic work but that he needs a thorough psychological training besides his medical one but the interest of the community is not only a negative one,0.14705882352941177,0.02403846153846154,0.0,0.0
80,80,but now is black beauty's successive heir and beauty slander'd with a bastard shame for since each hand hath put on nature's power fairing the foul with art's false borrowed face," But now is black beauty's success of air, and beauty slandered with a bastard shame. For since each hand have put on nature's power, fairing the foul with arts, false, borrowed face."," But now is black beauty's success of air and beauty slandered with a bastard shame. For since each hand have put on nature's power, fairing the foul with arts false borrowed face",0.3870967741935484,0.09550561797752809,0.3225806451612903,0.07303370786516854
81,81,patrick deasey described himself as a philosopher psychologist and humorist it was partly because patrick delighted in long words and partly to excuse himself," Patrick D.C. described himself as a philosopher, psychologist, and humorist. It was partly because Patrick delighted in long words and partly to excuse himself", Patrick D.C. described himself as a philosopher psychologist and humorist. It was partly because Patrick delighted in long words and partly to excuse himself,0.2916666666666667,0.0759493670886076,0.20833333333333334,0.06329113924050633
82,82,he noticed the broad smooth walks the grassy terrace in front of the countess's apartments in the distance the quaint flower beds the yew trees trimmed into odd shapes and even the deaf old gardener working bare armed in the sunlight at a flower bed in the far corner by the tool house," He noticed the broad smooth walks, the grassy terrace in front of the gantesses apartments in the distance, the quaint flower beds, the U-tree is trimmed into odd shapes, and even the deaf old gardener, working bare-armed in the sunlight at a flower bed in the far corner by the toolhouse."," He noticed the broad smooth walks, the grassy terrace and front of the gantesses apartments in the distance, the quaint flower beds, the utreest trimmed into odd shapes, and even the deaf old gardener, working bare armed in the sunlight at a flower bed in the far corner by the toolhouse.",0.24528301886792453,0.06666666666666667,0.22641509433962265,0.06666666666666667
83,83,personally i can't make out what she sees in you what is it i should have thought it was quite obvious said udo with dignity well coronel i think perhaps you are right and that it's my duty to marry her," Personally, I can't make out what she sees in you. What is it? I should have thought it was quite obvious,"" said Udo with dignity."" Well, Coronel. I think perhaps you are right, and that it's my duty to marry her."," Personally I can't make out what she sees in you. What is it? I should have thought it was quite obvious,"" said Udo with dignity. Well, Coronel, I think perhaps you are right and that it's my duty to marry her.",0.34146341463414637,0.09405940594059406,0.3170731707317073,0.07920792079207921
84,84,to the south east not many miles away lay an immense mountain mass from this mass right across our course ran a great ancient glacier the sun shone down upon it and showed us a surface full of huge irregularities," to the southeast, not many miles away, lay in immense mountain mass. From this mass right across our course, ran a great, ancient glacier. The sun shone down upon it and showed us a surface full of huge irregularities."," to the southeast, not many miles away, lay in immense mountain mass. From this mass right across our course, ran a great ancient glacier. The sun shone down upon it and showed us a surface full of huge irregularities.",0.275,0.05188679245283019,0.25,0.04716981132075472
85,85,from the chest of drawers two candles the only light," from the chest of drawers to candles, the only light."," From the chest of drawers to candles, the only light.",0.3,0.057692307692307696,0.4,0.07692307692307693
86,86,said billy i'll have to be up at the office for the bags at six o'clock faix," said Billy, I'll have to be up at the office for the bags it's six o'clock. F***"," said Billy, I'll have to be up at the office for the bags it's six o'clock.",0.29411764705882354,0.14473684210526316,0.29411764705882354,0.14473684210526316
87,87,that i observed the countenance of felix was melancholy beyond expression he sighed frequently and once his father paused in his music and i conjectured," that I observed the countenance of Felix was melancholy beyond expression. He sighed frequently, and once his father paused in his music, and I conjectured."," That I observed the countenance of Felix was melancholy beyond expression. He sighed frequently, and once his father paused in his music, and I conjectured.",0.32,0.05263157894736842,0.36,0.05921052631578947
88,88,then thou also shalt die with them by the sword of the assyrians, then Dow also shot the dye with them by the sword of the Assyrians., Then Tao also shot the die with them by the sword of the Assyrians.,0.38461538461538464,0.171875,0.38461538461538464,0.171875
89,89,in order to be able to grapple with any degree of cold we were supplied with the richest assortment of reindeer skin clothing we had it specially thick medium and quite light it took a long time to get these skin clothes prepared," In order to be able to grapple with any degree of cold, we were supplied with a richest assortment of reindeer skin clothing. We had it specially thick, medium and quite light. It took a long time to get these skin clothes prepared."," In order to be able to grapple with any degree of cold, we were supplied with a richest assortment of reindeer skin clothing. We had it specially thick, medium and quite light. It took a long time to get these skin clothes prepared.",0.20930232558139536,0.048034934497816595,0.20930232558139536,0.048034934497816595
90,90,he lives said he but he must be carried to granite house that is impossible replied the engineer into the corral then said pencroft in a moment said harding and he ran round the left corner of the palisade," He lived, said he, but he must be carried to granted house that is impossible to reply the engineer. Into the Coral then said Pencroft. In a moment, said Harding, and he ran round the left corner of the Palisade.", He lived said he but he must be carried to granted house that is impossible replied the engineer. Into the corral then said Pencroft. In a moment said Harding and he ran round the left corner of the palasade,0.358974358974359,0.11707317073170732,0.23076923076923078,0.05365853658536585
91,91,coronel stopped your royal highness's commands he began rather coldly there was an ominous sniffing from the bushes coronel said an unhappy voice at last," Cornau stopped. Your royal highness's command, he began rather coldly. There was an ominous sniffing from the bushes. Cornau said an unhappy voice at last,", Corna stopped. Your royal highness's command he began rather coldly. There was an ominous sniffing from the bushes. Coranel said an unhappy voice at last,0.36,0.09803921568627451,0.32,0.0784313725490196
92,92,who or what was that object in advance of it supported between drake and the lawyer and looking like a drowned rat hair hanging legs tottering cheeks shaking and clothes in tatters," Who or what was that object in advance of it, supported between Drake and the lawyer, and looking like a drowned rat, hair hanging, legs, tottering, cheeks, shaking and clothes and tatters?", Who or what was that object in advance of it supported between Drake and the lawyer and looking like a drowned rat hair hanging legs tottering cheeks shaking and clothes and tatters,0.34375,0.06666666666666667,0.09375,0.022222222222222223
93,93,ought to be considered as the assistants or deputies of the chief magistrate and on this account they ought to derive their offices from his appointment at least from his nomination and ought to be subject to his superintendence," ought to be considered as the assistance or deputies of the chief magistrate. And on this account, they ought to derive their offices from his appointment, at least from his nomination, and ought to be subject to his superintendents."," ought to be considered as the assistance or deputies of the chief magistrate and on this account they ought to derive their offices from his appointment, at least from his nomination and ought to be subject to his superintendents.",0.1794871794871795,0.043859649122807015,0.07692307692307693,0.02631578947368421
94,94,we were able to impart the information that we wanted, We were able to impart the information that we wanted., We were able to impart the information that we wanted.,0.2,0.03773584905660377,0.2,0.03773584905660377
95,95,but it was too late now and soon they settled down to being as ordinary as you or me or jenkins minor, But it was too late now and soon they settled down to being as ordinary as you or me or Jenkins Minor., But it was too late now and soon they settled down to being as ordinary as you or me or Jenkins minor.,0.13636363636363635,0.039603960396039604,0.13636363636363635,0.0297029702970297
96,96,for she was discovered by several members of the searching party a little before noon when found she was quietly cropping the damp herbage at the edge of the cranberry swamp at the rear of squire harrington's farm she was wholly uninjured and had evidently spent the night there," for she was discovered by several members of the searching party a little before noon. When found, she was quietly cropping the damp urbidget the edge of the cranberry swamp at the rear of square harrington's farm. She was wholly uningered and had evidently spent the night there.", for she was discovered by several members of the searching party a little before noon. When found she was quietly cropping the damp urbidget the edge of the cranberry swamp at the rear of square harrington's farm. She was wholly uningered and had evidently spent the night there.,0.20408163265306123,0.0539568345323741,0.1836734693877551,0.050359712230215826
97,97,taken from concealment on keseberg's person and two hundred and seventy five dollars additional taken from a cache that keseberg had disclosed after the captain had partially strangled him, taken from concealment on Kezberg's person and $275 additional taken from a cash that Kezberg had disclosed after the captain had partially strangled him., Taken from concealment on Kezberg's person and $275 additional Taken from a cash that Kezberg had disclosed after the captain had partially strangled him.,0.3448275862068966,0.2393617021276596,0.41379310344827586,0.25
98,98,he tried his hardest to flutter away farmer brown's boy understood instantly that something was wrong with one wing and running forward he caught redcoat you poor little thing," He tried his hardest to flutter away. Farmer Brown's boy understood instantly that something was wrong with one wing, and running forward, he caught red coat."," he tried his hardest to flutter away. Farmer Brown's boy understood instantly that something was wrong with one wing, and running forward, he caught red coat. You pull the ill thing.",0.3793103448275862,0.1657142857142857,0.41379310344827586,0.10285714285714286
99,99,what the weights and measures men said the master are they worth reckoning, What? The weights and measures men said the master? Are they worth reckoning?, What? The weights and measures men said the master? Are they worth reckoning?,0.38461538461538464,0.08108108108108109,0.38461538461538464,0.08108108108108109
